slno,year,dtstrict,afso,fps,April_Cards,April_FRice (Kgs),April_Flood Dal (Kgs),April_Flood Onion (Kgs),April_Flood Poil (Kgs),April_Flood Potato (Kgs),April_Flood Rice (Kgs),April_Flood Sugar HK (Kgs),April_Jowar (Kgs),April_RG Dal One kg Pkt (Kgs),April_Raagi (Kgs),April_SUGAR HALF KG (Kgs),April_WM Atta Pkt (Kgs),April_Whole Wheat Atta (Kgs),February_Cards,February_FRice (Kgs),February_Flood Dal (Kgs),February_Flood Onion (Kgs),February_Flood Poil (Kgs),February_Flood Potato (Kgs),February_Flood Rice (Kgs),February_Flood Sugar HK (Kgs),February_Jowar (Kgs),February_RG Dal One kg Pkt (Kgs),February_Raagi (Kgs),February_SUGAR HALF KG (Kgs),February_WM Atta Pkt (Kgs),February_Whole Wheat Atta (Kgs),January_Cards,January_FRice (Kgs),January_Flood Dal (Kgs),January_Flood Onion (Kgs),January_Flood Poil (Kgs),January_Flood Potato (Kgs),January_Flood Rice (Kgs),January_Flood Sugar HK (Kgs),January_Jowar (Kgs),January_RG Dal One kg Pkt (Kgs),January_Raagi (Kgs),January_SUGAR HALF KG (Kgs),January_WM Atta Pkt (Kgs),January_Whole Wheat Atta (Kgs),March_Cards,March_FRice (Kgs),March_Flood Dal (Kgs),March_Flood Onion (Kgs),March_Flood Poil (Kgs),March_Flood Potato (Kgs),March_Flood Rice (Kgs),March_Flood Sugar HK (Kgs),March_Jowar (Kgs),March_RG Dal One kg Pkt (Kgs),March_Raagi (Kgs),March_SUGAR HALF KG (Kgs),March_WM Atta Pkt (Kgs),March_Whole Wheat Atta (Kgs)
1949,2026,Chittoor,Puthalapattu,1051035,294,4540.00,0,0,0,0,0,0,0,0,0,314.00,0,0,297,4555.00,0,0,0,0,0,0,0,0,0,309.00,0,0,300,4565.00,0,0,0,0,0,0,0,0,0,316.00,0,0,299,4570.00,0,0,0,0,0,0,0,0,0,312.00,0,0
1950,2026,Chittoor,Puthalapattu,1051036,242,4086.00,0,0,0,0,0,0,0,0,0,255.00,0,0,243,4160.00,0,0,0,0,0,0,0,0,0,257.00,0,0,239,4110.00,0,0,0,0,0,0,0,0,0,254.00,0,0,296,3831.00,0,0,0,0,0,0,300.00,0,0,250.00,0,0
1951,2026,Chittoor,Puthalapattu,1051039,397,6617.00,0,0,0,0,0,0,0,0,0,414.00,0,0,395,6630.00,0,0,0,0,0,0,0,0,0,410.00,0,0,393,6625.00,0,0,0,0,0,0,0,0,0,408.00,0,0,382,6347.00,0,0,0,0,0,0,0,0,3.00,398.00,0,0
1952,2026,Chittoor,Puthalapattu,1051040,372,6205.00,0,0,0,0,0,0,0,0,0,394.00,0,0,373,6230.00,0,0,0,0,0,0,0,0,0,395.00,0,0,369,6175.00,0,0,0,0,0,0,0,0,0,391.00,0,0,375,5742.00,0,0,0,0,0,0,500.00,0,0,397.00,0,0
1953,2026,Chittoor,Puthalapattu,1051041,89,1455.00,0,0,0,0,0,0,0,0,0,96.00,0,0,86,1435.00,0,0,0,0,0,0,0,0,0,94.00,0,0,90,1475.00,0,0,0,0,0,0,0,0,0,98.00,0,0,89,1440.00,0,0,0,0,0,0,0,0,0,97.00,0,0
1954,2026,Chittoor,Puthalapattu,1051042,150,2580.00,0,0,0,0,0,0,0,0,0,173.00,0,0,150,2610.00,0,0,0,0,0,0,0,0,0,171.00,0,0,151,2635.00,0,0,0,0,0,0,0,0,0,170.00,0,0,153,2655.00,0,0,0,0,0,0,0,0,0,176.00,0,0
1955,2026,Chittoor,Puthalapattu,1051043,547,8630.00,0,0,0,0,0,0,0,0,0,588.00,0,0,533,8555.00,0,0,0,0,0,0,0,0,0,574.00,0,0,552,8795.00,0,0,0,0,0,0,0,0,0,593.00,0,0,547,8735.00,0,0,0,0,0,0,0,0,0,583.00,0,0
1956,2026,Chittoor,Puthalapattu,1051044,155,1215.00,0,0,0,0,0,0,0,0,0,160.00,0,0,140,1960.00,0,0,0,0,0,0,0,0,0,141.00,0,0,148,1979.00,0,0,0,0,0,0,0,0,51.00,154.00,0,0,155,2130.00,0,0,0,0,0,0,0,0,0,158.00,0,0
1957,2026,Chittoor,Puthalapattu,1051045,166,2650.00,0,0,0,0,0,0,0,0,0,171.00,0,0,165,2650.00,0,0,0,0,0,0,0,0,0,168.00,0,0,166,2650.00,0,0,0,0,0,0,0,0,0,171.00,0,0,166,2650.00,0,0,0,0,0,0,0,0,0,171.00,0,0
1958,2026,Chittoor,Puthalapattu,1051046,124,2165.00,0,0,0,0,0,0,0,0,0,139.00,0,0,122,2150.00,0,0,0,0,0,0,0,0,0,137.00,0,0,131,2265.00,0,0,0,0,0,0,0,0,0,146.00,0,0,116,2025.00,0,0,0,0,0,0,0,0,0,130.00,0,0
1959,2026,Chittoor,Rama Kuppam,1063001,693,12545.00,0,0,0,0,0,0,0,0,0,748.00,0,0,696,12530.00,0,0,0,0,0,0,0,0,0,735.00,0,0,701,12089.00,0,0,0,0,0,0,100.00,0,388.00,754.00,0,0,702,12487.00,0,0,0,0,0,0,300.00,0,0,760.00,0,0
1960,2026,Chittoor,Rama Kuppam,1063002,751,12620.00,0,0,0,0,0,0,500.00,0,0,796.00,0,0,774,13314.00,0,0,0,0,0,0,205.00,0,0,821.00,0,0,730,12294.00,0,0,0,0,0,0,463.00,0,0,765.00,0,0,761,12660.00,0,0,0,0,0,0,532.00,0,0,798.00,0,0
1961,2026,Chittoor,Rama Kuppam,1063003,369,6470.00,0,0,0,0,0,0,0,0,0,392.00,0,0,370,6505.00,0,0,0,0,0,0,0,0,0,393.00,0,0,392,6529.00,0,0,0,0,0,0,200.00,0,0,400.00,0,0,384,6434.00,0,0,0,0,0,0,300.00,0,0,401.00,0,0
1962,2026,Chittoor,Rama Kuppam,1063004,426,7218.00,0,0,0,0,0,0,144.00,0,0,450.00,0,0,436,7495.00,0,0,0,0,0,0,0,0,0,446.00,0,0,427,7271.00,0,0,0,0,0,0,100.00,0,0,449.00,0,0,424,7154.00,0,0,0,0,0,0,146.00,0,0,448.00,0,0
1963,2026,Chittoor,Rama Kuppam,1063005,288,4487.00,0,0,0,0,0,0,260.00,0,0,299.00,0,0,270,4510.00,0,0,0,0,0,0,0,0,0,281.00,0,0,269,4395.00,0,0,0,0,0,0,100.00,0,0,280.00,0,0,280,4428.00,0,0,0,0,0,0,200.00,0,0,292.00,0,0
1964,2026,Chittoor,Rama Kuppam,1063006,262,4567.00,0,0,0,0,0,0,315.00,0,3.00,278.00,0,0,253,4720.00,0,0,0,0,0,0,0,0,0,266.00,0,0,258,4790.00,0,0,0,0,0,0,0,0,0,272.00,0,0,240,4485.00,0,0,0,0,0,0,0,0,0,254.00,0,0
1965,2026,Chittoor,Rama Kuppam,1063007,380,6755.00,0,0,0,0,0,0,100.00,0,0,404.00,0,0,381,6830.00,0,0,0,0,0,0,100.00,0,0,406.00,0,0,385,6665.00,0,0,0,0,0,0,150.00,0,150.00,406.00,0,0,382,6815.00,0,0,0,0,0,0,100.00,0,0,406.00,0,0
1966,2026,Chittoor,Rama Kuppam,1063008,367,6189.00,0,0,0,0,0,0,100.00,0,0,390.00,0,0,363,6215.00,0,0,0,0,0,0,0,0,0,387.00,0,0,367,6185.00,0,0,0,0,0,0,150.00,0,0,378.00,0,0,366,6330.00,0,0,0,0,0,0,0,0,0,383.00,0,0
1967,2026,Chittoor,Rama Kuppam,1063009,283,4849.00,0,0,0,0,0,0,66.00,0,0,298.00,0,0,280,4845.00,0,0,0,0,0,0,15.00,0,0,293.00,0,0,279,4768.00,0,0,0,0,0,0,50.00,0,72.00,292.00,0,0,281,4887.00,0,0,0,0,0,0,3.00,0,0,292.00,0,0
1968,2026,Chittoor,Rama Kuppam,1063010,146,2629.00,0,0,0,0,0,0,33.00,0,0,154.00,0,0,151,2645.00,0,0,0,0,0,0,67.00,0,5.00,154.00,0,0,149,2644.00,0,0,0,0,0,0,33.00,0,45.00,154.00,0,0,146,2629.00,0,0,0,0,0,0,48.00,0,0,154.00,0,0
1969,2026,Chittoor,Rama Kuppam,1063011,543,9280.00,0,0,0,0,0,0,100.00,0,0,560.00,0,0,552,9329.00,0,0,0,0,0,0,200.00,0,0,553.00,0,0,507,7850.00,0,0,0,0,0,0,300.00,0,700.00,531.00,0,0,543,9300.00,0,0,0,0,0,0,50.00,0,0,542.00,0,0
1970,2026,Chittoor,Rama Kuppam,1063012,329,5605.00,0,0,0,0,0,0,100.00,0,0,346.00,0,0,320,5610.00,0,0,0,0,0,0,0,0,0,335.00,0,0,352,5589.00,0,0,0,0,0,0,201.00,0,300.00,348.00,0,0,333,5610.00,0,0,0,0,0,0,200.00,0,0,348.00,0,0
1971,2026,Chittoor,Rama Kuppam,1063013,616,11123.00,0,0,0,0,0,0,332.00,0,0,651.00,0,0,624,11222.00,0,0,0,0,0,0,269.00,0,21.00,660.00,0,0,625,10706.00,0,0,0,0,0,0,200.00,0,689.00,657.00,0,0,614,11037.00,0,0,0,0,0,0,348.00,0,0,657.00,0,0
1972,2026,Chittoor,Rama Kuppam,1063014,363,6345.00,0,0,0,0,0,0,150.00,0,0,379.00,0,0,358,6585.00,0,0,0,0,0,0,0,0,0,376.00,0,0,364,6578.00,0,0,0,0,0,0,97.00,0,0,381.00,0,0,361,6387.00,0,0,0,0,0,0,153.00,0,0,378.00,0,0
1973,2026,Chittoor,Rama Kuppam,1063015,475,8279.00,0,0,0,0,0,0,191.00,0,0,505.00,0,0,480,8433.00,0,0,0,0,0,0,209.00,0,0,508.00,0,0,495,8566.00,0,0,0,0,0,0,99.00,0,117.00,522.00,0,0,487,8463.00,0,0,0,0,0,0,232.00,0,0,514.00,0,0
1974,2026,Chittoor,Rama Kuppam,1063016,428,7785.00,0,0,0,0,0,0,86.00,0,0,462.00,0,0,440,8130.00,0,0,0,0,0,0,100.00,0,0,478.00,0,0,442,8145.00,0,0,0,0,0,0,100.00,0,0,481.00,0,0,444,7898.00,0,0,0,0,0,0,300.00,0,0,476.00,0,0
1975,2026,Chittoor,Rama Kuppam,1063017,576,10259.00,0,0,0,0,0,0,154.00,0,0,619.00,0,0,541,9635.00,0,0,0,0,0,0,0,0,0,568.00,0,0,556,9944.00,0,0,0,0,0,0,100.00,0,6.00,589.00,0,0,568,10089.00,0,0,0,0,0,0,200.00,0,0,603.00,0,0
1976,2026,Chittoor,Rama Kuppam,1063018,478,8610.00,0,0,0,0,0,0,0,0,0,510.00,0,0,483,7982.00,0,0,0,0,0,0,828.00,0,0,515.00,0,0,488,8490.00,0,0,0,0,0,0,400.00,0,0,509.00,0,0,465,7978.00,0,0,0,0,0,0,472.00,0,0,493.00,0,0
1977,2026,Chittoor,Rama Kuppam,1063019,369,6087.00,0,0,0,0,0,0,66.00,0,0,391.00,0,0,364,6051.00,0,0,0,0,0,0,39.00,0,0,383.00,0,0,392,6094.00,0,0,0,0,0,0,200.00,0,365.00,415.00,0,0,363,6014.00,0,0,0,0,0,0,111.00,0,0,382.00,0,0
1978,2026,Chittoor,Rama Kuppam,1063020,292,5028.00,0,0,0,0,0,0,42.00,0,0,309.00,0,0,306,5394.00,0,0,0,0,0,0,5.00,0,6.00,324.00,0,0,300,5015.00,0,0,0,0,0,0,100.00,0,140.00,318.00,0,0,277,4725.00,0,0,0,0,0,0,95.00,0,75.00,294.00,0,0
1979,2026,Chittoor,Rama Kuppam,1063021,169,2862.00,0,0,0,0,0,0,83.00,0,0,178.00,0,0,164,2840.00,0,0,0,0,0,0,50.00,0,0,171.00,0,0,169,2860.00,0,0,0,0,0,0,100.00,0,0,177.00,0,0,172,2885.00,0,0,0,0,0,0,100.00,0,0,178.00,0,0
1980,2026,Chittoor,Rama Kuppam,1063022,630,10683.00,0,0,0,0,0,0,302.00,0,0,666.00,0,0,614,10765.00,0,0,0,0,0,0,0,0,0,647.00,0,0,624,10786.00,0,0,0,0,0,0,99.00,0,0,658.00,0,0,626,10566.00,0,0,0,0,0,0,399.00,0,0,660.00,0,0
1981,2026,Chittoor,Rama Kuppam,1063023,647,11960.00,0,0,0,0,0,0,100.00,0,0,600.00,0,0,652,12290.00,0,0,0,0,0,0,0,0,0,600.00,0,0,668,12412.00,0,0,0,0,0,0,100.00,0,0,600.00,0,0,667,12261.00,0,0,0,0,0,0,300.00,0,2.00,600.00,0,0
1982,2026,Chittoor,Rama Kuppam,1063024,1239,21515.00,0,0,0,0,0,0,1000.00,0,0,1293.00,0,0,1210,22310.00,0,0,0,0,0,0,0,0,0,1264.00,0,0,1235,20238.00,0,0,0,0,0,0,500.00,0,2000.00,1287.00,0,0,1210,21294.00,0,0,0,0,0,0,1000.00,0,0,1263.00,0,0
1983,2026,Chittoor,Rama Kuppam,1063025,765,13087.00,0,0,0,0,0,0,220.00,0,0,808.00,0,0,796,13403.00,0,0,0,0,0,0,300.00,0,0,835.00,0,0,765,13073.00,0,0,0,0,0,0,200.00,0,0,807.00,0,0,768,12962.00,0,0,0,0,0,0,398.00,0,0,809.00,0,0
1984,2026,Chittoor,Rama Kuppam,1063026,564,9783.00,0,0,0,0,0,0,627.00,0,0,605.00,0,0,568,10492.00,0,0,0,0,0,0,18.00,0,0,606.00,0,0,573,10354.00,0,0,0,0,0,0,111.00,0,0,611.00,0,0,560,9727.00,0,0,0,0,0,0,543.00,0,0,599.00,0,0
1985,2026,Chittoor,Rama Kuppam,1063027,465,8085.00,0,0,0,0,0,0,250.00,0,0,496.00,0,0,458,8315.00,0,0,0,0,0,0,0,0,0,491.00,0,0,448,7943.00,0,0,0,0,0,0,200.00,0,9.00,471.00,0,0,446,7765.00,0,0,0,0,0,0,250.00,0,0,476.00,0,0
1986,2026,Chittoor,Rama Kuppam,1063028,664,12544.00,0,0,0,0,0,0,0,0,0,723.00,0,0,677,12735.00,0,0,0,0,0,0,0,0,0,734.00,0,0,687,12730.00,0,0,0,0,0,0,0,0,250.00,734.00,0,0,683,12557.00,0,0,0,0,0,0,350.00,0,0,734.00,0,0
1987,2026,Chittoor,Rama Kuppam,1063029,432,6625.00,0,0,0,0,0,0,1067.00,0,0,450.00,0,0,433,6667.00,0,0,0,0,0,0,657.00,0,285.00,436.00,0,0,419,6465.00,0,0,0,0,0,0,18.00,0,909.00,437.00,0,0,422,6671.00,0,0,0,0,0,0,770.00,0,0,433.00,0,0
1988,2026,Chittoor,Rama Kuppam,1063030,619,10577.00,0,0,0,0,0,0,392.00,0,49.00,655.00,0,0,622,11134.00,0,0,0,0,0,0,0,0,66.00,652.00,0,0,624,10367.00,0,0,0,0,0,0,756.00,0,33.00,655.00,0,0,614,10452.00,0,0,0,0,0,0,502.00,0,105.00,652.00,0,0
1989,2026,Chittoor,Rama Kuppam,1063031,377,6788.00,0,0,0,0,0,0,0,0,0,400.00,0,0,369,6404.00,0,0,0,0,0,0,301.00,0,1.00,133.00,0,0,370,6603.00,0,0,0,0,0,0,100.00,0,0,391.00,0,0,375,6485.00,0,0,0,0,0,0,200.00,0,0,379.00,0,0
1990,2026,Chittoor,Rama Kuppam,1063032,76,1270.00,0,0,0,0,0,0,0,0,0,83.00,0,0,97,955.00,0,0,0,0,0,0,222.00,0,0,72.00,0,0,81,1164.00,0,0,0,0,0,0,210.00,0,3.00,86.00,0,0,78,1277.00,0,0,0,0,0,0,63.00,0,0,79.00,0,0
1991,2026,Chittoor,Rama Kuppam,1063033,868,15042.00,0,0,0,0,0,0,704.00,0,0,916.00,0,0,870,15235.00,0,0,0,0,0,0,599.00,0,9.00,907.00,0,0,799,14018.00,0,0,0,0,0,0,400.00,0,266.00,839.00,0,0,864,15066.00,0,0,0,0,0,0,697.00,0,0,906.00,0,0
1992,2026,Chittoor,Rama Kuppam,1063034,779,13923.00,0,0,0,0,0,0,227.00,0,0,833.00,0,0,750,13529.00,0,0,0,0,0,0,39.00,0,12.00,800.00,0,0,827,14608.00,0,0,0,0,0,0,92.00,0,195.00,872.00,0,0,768,13710.00,0,0,0,0,0,0,309.00,0,18.00,813.00,0,0
1993,2026,Chittoor,Rama Kuppam,1063035,131,1905.00,0,0,0,0,0,0,200.00,0,0,137.00,0,0,136,2165.00,0,0,0,0,0,0,0,0,0,136.00,0,0,123,1890.00,0,0,0,0,0,0,50.00,0,0,123.00,0,0,113,1790.00,0,0,0,0,0,0,100.00,0,0,119.00,0,0
1994,2026,Chittoor,Rompicherla,1030001,314,5035.00,0,0,0,0,0,0,0,0,0,333.00,0,0,345,5385.00,0,0,0,0,0,0,0,0,0,363.00,0,0,355,5585.00,0,0,0,0,0,0,0,0,0,374.00,0,0,336,5218.00,0,0,0,0,0,0,0,0,2.00,353.00,0,0
1995,2026,Chittoor,Rompicherla,1030002,194,3095.00,0,0,0,0,0,0,0,0,0,149.00,0,0,220,3360.00,0,0,0,0,0,0,0,0,0,103.00,0,0,223,3412.00,0,0,0,0,0,0,0,0,3.00,241.00,0,0,207,2990.00,0,0,0,0,0,0,0,0,0,188.00,0,0
1996,2026,Chittoor,Rompicherla,1030003,154,2515.00,0,0,0,0,0,0,0,0,0,173.00,0,0,168,2705.00,0,0,0,0,0,0,0,0,0,187.00,0,0,167,2705.00,0,0,0,0,0,0,0,0,0,189.00,0,0,165,2700.00,0,0,0,0,0,0,0,0,0,188.00,0,0
1997,2026,Chittoor,Rompicherla,1030004,282,4635.00,0,0,0,0,0,0,0,0,0,257.00,0,0,306,5120.00,0,0,0,0,0,0,0,0,0,343.00,0,0,307,5113.00,0,0,0,0,0,0,0,0,27.00,343.00,0,0,296,4895.00,0,0,0,0,0,0,0,0,0,143.00,0,0
1998,2026,Chittoor,Rompicherla,1030005,656,11085.00,0,0,0,0,0,0,0,0,0,699.00,0,0,659,11155.00,0,0,0,0,0,0,0,0,0,697.00,0,0,672,11155.00,0,0,0,0,0,0,0,0,83.00,712.00,0,0,633,10830.00,0,0,0,0,0,0,0,0,0,669.00,0,0
1999,2026,Chittoor,Rompicherla,1030006,718,11810.00,0,0,0,0,0,0,0,0,0,764.00,0,0,722,11765.00,0,0,0,0,0,0,0,0,0,755.00,0,0,721,11885.00,0,0,0,0,0,0,0,0,0,719.00,0,0,728,11960.00,0,0,0,0,0,0,0,0,0,776.00,0,0
2000,2026,Chittoor,Rompicherla,1030007,939,14250.00,0,0,0,0,0,0,0,0,0,962.00,0,0,935,14297.00,0,0,0,0,0,0,0,0,53.00,965.00,0,0,935,14300.00,0,0,0,0,0,0,0,0,72.00,963.00,0,0,950,14295.00,0,0,0,0,0,0,0,0,0,965.00,0,0
2001,2026,Chittoor,Rompicherla,1030008,512,8570.00,0,0,0,0,0,0,3.00,0,0,141.00,0,0,494,8325.00,0,0,0,0,0,0,0,0,0,513.00,0,0,516,8324.00,0,0,0,0,0,0,6.00,0,120.00,537.00,0,0,496,8467.00,0,0,0,0,0,0,3.00,0,0,478.00,0,0
2002,2026,Chittoor,Rompicherla,1030009,177,2995.00,0,0,0,0,0,0,0,0,0,199.00,0,0,173,3025.00,0,0,0,0,0,0,0,0,0,194.00,0,0,180,2980.00,0,0,0,0,0,0,0,0,0,197.00,0,0,179,3050.00,0,0,0,0,0,0,0,0,0,198.00,0,0
2003,2026,Chittoor,Rompicherla,1030010,241,3925.00,0,0,0,0,0,0,0,0,0,263.00,0,0,227,3535.00,0,0,0,0,0,0,0,0,0,246.00,0,0,246,3974.00,0,0,0,0,0,0,0,0,0,271.00,0,0,225,3680.00,0,0,0,0,0,0,0,0,0,251.00,0,0
2004,2026,Chittoor,Rompicherla,1030011,230,3650.00,0,0,0,0,0,0,0,0,0,253.00,0,0,264,4160.00,0,0,0,0,0,0,0,0,0,289.00,0,0,234,3740.00,0,0,0,0,0,0,0,0,0,249.00,0,0,234,3850.00,0,0,0,0,0,0,0,0,0,254.00,0,0
2005,2026,Chittoor,Rompicherla,1030012,320,5040.00,0,0,0,0,0,0,0,0,0,345.00,0,0,325,5082.00,0,0,0,0,0,0,0,0,0,356.00,0,0,328,5125.00,0,0,0,0,0,0,0,0,0,356.00,0,0,305,4960.00,0,0,0,0,0,0,0,0,0,336.00,0,0
2006,2026,Chittoor,Rompicherla,1030013,309,4925.00,0,0,0,0,0,0,0,0,0,326.00,0,0,311,5026.00,0,0,0,0,0,0,0,0,75.00,329.00,0,0,316,5073.00,0,0,0,0,0,0,0,0,62.00,332.00,0,0,300,4860.00,0,0,0,0,0,0,0,0,0,308.00,0,0
2007,2026,Chittoor,Rompicherla,1030014,128,1890.00,0,0,0,0,0,0,0,0,0,135.00,0,0,132,1955.00,0,0,0,0,0,0,0,0,0,141.00,0,0,144,2110.00,0,0,0,0,0,0,0,0,0,153.00,0,0,120,1790.00,0,0,0,0,0,0,0,0,0,127.00,0,0
2008,2026,Chittoor,Rompicherla,1030015,131,1980.00,0,0,0,0,0,0,0,0,0,143.00,0,0,132,2035.00,0,0,0,0,0,0,0,0,0,144.00,0,0,130,1964.00,0,0,0,0,0,0,0,0,6.00,141.00,0,0,126,1930.00,0,0,0,0,0,0,0,0,0,137.00,0,0
2009,2026,Chittoor,Rompicherla,1030016,350,6242.00,0,0,0,0,0,0,0,0,18.00,406.00,0,0,353,6244.00,0,0,0,0,0,0,3.00,0,18.00,409.00,0,0,363,6393.00,0,0,0,0,0,0,0,0,67.00,416.00,0,0,359,6277.00,0,0,0,0,0,0,0,0,23.00,414.00,0,0
2010,2026,Chittoor,Rompicherla,1030017,230,3025.00,0,0,0,0,0,0,0,0,0,240.00,0,0,217,2865.00,0,0,0,0,0,0,0,0,0,225.00,0,0,244,3317.00,0,0,0,0,0,0,0,0,3.00,255.00,0,0,216,2895.00,0,0,0,0,0,0,0,0,0,227.00,0,0
2011,2026,Chittoor,Rompicherla,1030018,115,1865.00,0,0,0,0,0,0,0,0,0,129.00,0,0,115,1845.00,0,0,0,0,0,0,0,0,0,126.00,0,0,114,1880.00,0,0,0,0,0,0,0,0,0,126.00,0,0,115,1880.00,0,0,0,0,0,0,0,0,0,126.00,0,0
2012,2026,Chittoor,Rompicherla,1030019,145,2230.00,0,0,0,0,0,0,0,0,0,154.00,0,0,141,2170.00,0,0,0,0,0,0,0,0,0,150.00,0,0,138,2085.00,0,0,0,0,0,0,0,0,0,146.00,0,0,141,2235.00,0,0,0,0,0,0,0,0,0,153.00,0,0
2013,2026,Chittoor,Rompicherla,1030020,93,1450.00,0,0,0,0,0,0,0,0,0,101.00,0,0,106,1780.00,0,0,0,0,0,0,0,0,0,104.00,0,0,107,1821.00,0,0,0,0,0,0,0,0,19.00,121.00,0,0,100,1655.00,0,0,0,0,0,0,0,0,0,108.00,0,0
2014,2026,Chittoor,Rompicherla,1030021,171,2700.00,0,0,0,0,0,0,0,0,0,184.00,0,0,168,2729.00,0,0,0,0,0,0,0,0,0,185.00,0,0,171,2729.00,0,0,0,0,0,0,0,0,0,185.00,0,0,168,2729.00,0,0,0,0,0,0,0,0,0,185.00,0,0
2015,2026,Chittoor,Rompicherla,1030022,131,2095.00,0,0,0,0,0,0,0,0,0,142.00,0,0,126,1975.00,0,0,0,0,0,0,0,0,0,136.00,0,0,124,2015.00,0,0,0,0,0,0,0,0,0,136.00,0,0,125,2040.00,0,0,0,0,0,0,0,0,0,137.00,0,0
2016,2026,Chittoor,Rompicherla,1030023,139,2305.00,0,0,0,0,0,0,0,0,0,150.00,0,0,136,2285.00,0,0,0,0,0,0,0,0,0,147.00,0,0,140,2340.00,0,0,0,0,0,0,0,0,0,151.00,0,0,187,2315.00,0,0,0,0,0,0,0,0,0,129.00,0,0
2017,2026,Chittoor,Rompicherla,1030024,141,2120.00,0,0,0,0,0,0,0,0,0,149.00,0,0,145,2129.00,0,0,0,0,0,0,0,0,0,150.00,0,0,145,2135.00,0,0,0,0,0,0,0,0,0,149.00,0,0,143,2120.00,0,0,0,0,0,0,0,0,0,152.00,0,0
2018,2026,Chittoor,Rompicherla,1030025,176,2975.00,0,0,0,0,0,0,0,0,0,201.00,0,0,184,3150.00,0,0,0,0,0,0,0,0,0,210.00,0,0,189,3137.00,0,0,0,0,0,0,0,0,48.00,216.00,0,0,172,3005.00,0,0,0,0,0,0,0,0,0,198.00,0,0
2019,2026,Chittoor,Rompicherla,1030026,156,2425.00,0,0,0,0,0,0,0,0,0,63.00,0,0,160,2430.00,0,0,0,0,0,0,0,0,0,161.00,0,0,168,2455.00,0,0,0,0,0,0,0,0,0,135.00,0,0,164,2420.00,0,0,0,0,0,0,0,0,0,173.00,0,0
2020,2026,Chittoor,Rompicherla,1030027,152,2405.00,0,0,0,0,0,0,0,0,0,168.00,0,0,158,2495.00,0,0,0,0,0,0,0,0,0,173.00,0,0,163,2610.00,0,0,0,0,0,0,0,0,25.00,181.00,0,0,150,2460.00,0,0,0,0,0,0,0,0,0,167.00,0,0
2021,2026,Chittoor,Rompicherla,1030028,389,5930.00,0,0,0,0,0,0,0,0,0,411.00,0,0,393,5980.00,0,0,0,0,0,0,0,0,0,416.00,0,0,401,6011.00,0,0,0,0,0,0,0,0,80.00,418.00,0,0,388,5970.00,0,0,0,0,0,0,0,0,0,410.00,0,0
2022,2026,Chittoor,Santhipuram,1064001,497,9578.00,0,0,0,0,0,0,200.00,0,0,520.00,0,0,479,9465.00,0,0,0,0,0,0,0,0,0,501.00,0,0,490,9655.00,0,0,0,0,0,0,0,0,0,513.00,0,0,486,9285.00,0,0,0,0,0,0,302.00,0,0,501.00,0,0
2023,2026,Chittoor,Santhipuram,1064002,299,5233.00,0,0,0,0,0,0,72.00,0,0,316.00,0,0,307,5320.00,0,0,0,0,0,0,150.00,0,0,326.00,0,0,294,4989.00,0,0,0,0,0,0,100.00,0,151.00,313.00,0,0,300,5206.00,0,0,0,0,0,0,150.00,0,0,320.00,0,0
2024,2026,Chittoor,Santhipuram,1064003,299,5795.00,0,0,0,0,0,0,0,0,0,317.00,0,0,288,5550.00,0,0,0,0,0,0,0,0,0,239.00,0,0,285,5600.00,0,0,0,0,0,0,0,0,0,290.00,0,0,287,5484.00,0,0,0,0,0,0,96.00,0,0,288.00,0,0
2025,2026,Chittoor,Santhipuram,1064004,511,9364.00,0,0,0,0,0,0,308.00,0,0,553.00,0,0,518,9595.00,0,0,0,0,0,0,130.00,0,150.00,549.00,0,0,523,9353.00,0,0,0,0,0,0,300.00,0,347.00,556.00,0,0,529,9945.00,0,0,0,0,0,0,170.00,0,0,565.00,0,0
2026,2026,Chittoor,Santhipuram,1064005,364,6701.00,0,0,0,0,0,0,0,0,105.00,404.00,0,0,360,6633.00,0,0,0,0,0,0,0,0,115.00,399.00,0,0,348,6485.00,0,0,0,0,0,0,0,0,75.00,387.00,0,0,366,6719.00,0,0,0,0,0,0,0,0,139.00,406.00,0,0
2027,2026,Chittoor,Santhipuram,1064006,590,9830.00,0,0,0,0,0,0,183.00,0,0,616.00,0,0,590,9649.00,0,0,0,0,0,0,400.00,0,0,618.00,0,0,586,9830.00,0,0,0,0,0,0,300.00,0,0,611.00,0,0,596,9920.00,0,0,0,0,0,0,270.00,0,0,622.00,0,0
2028,2026,Chittoor,Santhipuram,1064007,491,9120.00,0,0,0,0,0,0,220.00,0,0,520.00,0,0,481,9190.00,0,0,0,0,0,0,0,0,0,510.00,0,0,485,9073.00,0,0,0,0,0,0,100.00,0,101.00,515.00,0,0,500,9189.00,0,0,0,0,0,0,300.00,0,0,521.00,0,0
2029,2026,Chittoor,Santhipuram,1064008,297,5179.00,0,0,0,0,0,0,198.00,0,0,314.00,0,0,289,4986.00,0,0,0,0,0,0,231.00,0,80.00,313.00,0,0,291,4672.00,0,0,0,0,0,0,150.00,0,420.00,311.00,0,0,292,5058.00,0,0,0,0,0,0,291.00,0,0,314.00,0,0
